category,url,short_url
vr,https://www.komplett.dk/product/1168594/gaming/spiludstyr/vr/vr-briller/oculus-quest-2-vr-briller,https://www.komplett.dk/product/1168594
vr,https://www.amazon.com/Nintendo-Switch-OLED-Model-White-Joy/dp/B098RKWHHZ/ref=lp_16225016011_1_1,https://www.amazon.com/Nintendo-Switch-OLED-Model-White-Joy/dp/B098RKWHHZ/ref=lp_16225016011_1_1
vr,https://www.amazon.com/Nintendo-Switch-OLED-Model-White-Joy,https://www.amazon.com/Nintendo-Switch-OLED-Model-White-Joy
new,https://www.amazon.com/Nintendo-Switch-OLED-Model-White-Joy,https://www.amazon.com/Nintendo-Switch-OLED-Model-White-Joy
new,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q/ref=lp_16225009011_1_1,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q/ref=lp_16225009011_1_1
new,https://www.promelec.ru/product/161576/,https://www.promelec.ru/product/161576/
